B lat lon SMp Cab Cdm Cw Cs Cca Cant N LAI LIDFa LIDFb hot Pa aot550 uo3 alt_m Pa0 tts tto psi
0.5 0 100 15 10 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 0 0
0.5 0 100 15 30 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 0 0
0.5 0 100 15 60 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 0 0
0.5 0 100 15 80 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 0 0
