0.038083,0.024563,0.022427,0.022228
0.14324,0.14324,0.14324,0.14324
0.051374,0.051111,0.051026,0.051014
0.03106,0.029305,0.027756,0.027128
0.08473,0.08473,0.08473,0.08473
0.035556,0.035556,0.035556,0.035556
0.0053447,0.0053447,0.0053447,0.0053447
0.033264,0.033224,0.033218,0.033217
0.025706,0.025642,0.025633,0.025632
0.019911,0.019754,0.01968,0.019666
0.033707,0.033205,0.032601,0.032275
0.007219,0.0068699,0.0065492,0.0064145
0.017302,0.011715,0.011076,0.011036
0.030994,0.02238,0.021703,0.021677
0.14743,0.13778,0.12568,0.11885
0.036539,0.036539,0.036539,0.036539
0.014601,0.014601,0.014601,0.014601
0.002668,0.002668,0.002668,0.002668
0.066654,0.066654,0.066654,0.066654
0.0014286,0.0014286,0.0014286,0.0014286
