0.063763,0.026574,0.020806,0.020288
0.34845,0.34845,0.34845,0.34845
0.023091,0.022328,0.022091,0.02206
0.04253,0.036271,0.030766,0.028544
0.24778,0.24778,0.24778,0.24778
0.1184,0.1184,0.1184,0.1184
0.023489,0.023489,0.023489,0.023489
0.020995,0.020726,0.020686,0.020683
0.022017,0.021586,0.021527,0.021524
0.023987,0.022967,0.022504,0.022412
0.034649,0.032945,0.030895,0.029795
0.041067,0.03564,0.030671,0.028594
0.052305,0.023457,0.020243,0.020052
0.043171,0.021446,0.019802,0.019741
0.35449,0.33021,0.29961,0.28225
0.34807,0.34807,0.34807,0.34807
0.34138,0.34138,0.34138,0.34138
0.33108,0.33108,0.33108,0.33108
0.32799,0.32799,0.32799,0.32799
0.12646,0.12646,0.12646,0.12646
