0.046301,0.059874,0.084811,0.0842
0.34951,0.32699,0.30373,0.25829
0.10119,0.1238,0.15168,0.1357
0.071347,0.086177,0.11132,0.10545
0.24625,0.23517,0.22356,0.20265
0.11598,0.11462,0.11347,0.10829
0.02182,0.024447,0.026972,0.027677
0.14439,0.16908,0.19213,0.16151
0.11701,0.14094,0.16757,0.14649
0.089333,0.11045,0.13866,0.12623
0.078,0.094781,0.12118,0.11334
0.073225,0.088537,0.114,0.10759
0.043678,0.057083,0.082098,0.082025
0.041854,0.055166,0.080047,0.08023
0.32355,0.30313,0.28477,0.24
0.35338,0.33049,0.30686,0.26131
0.27274,0.25543,0.23745,0.20371
0.12304,0.11543,0.10752,0.092843
0.16503,0.15491,0.14441,0.12476
0.0029105,0.0028623,0.0028359,0.0026701
