B lat lon SMp Cab Cdm Cw Cs Cca Cant N LAI LIDFa LIDFb hot Pa aot550 uo3 alt_m Pa0 tts tto psi
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 70
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 80
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 100
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 110
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 120
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 130
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 140
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 150
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 160
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 170
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 190
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 200
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 210
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 220
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 230
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 240
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 250
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 260
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 280
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 290
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 300
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 310
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 320
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 330
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 340
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 350
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 360
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 10
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 20
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 30
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 40
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 50
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 60
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 70
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 80
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 100
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 110
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 120
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 130
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 140
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 150
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 160
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 170
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 190
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 200
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 210
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 220
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 230
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 240
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 250
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 260
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 280
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 290
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 300
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 310
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 320
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 330
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 340
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 350
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 360
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 10
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 20
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 30
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 40
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 50
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 60
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 70
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 80
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 100
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 110
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 120
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 130
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 140
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 150
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 160
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 170
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 190
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 200
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 210
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 220
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 230
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 240
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 250
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 260
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 280
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 290
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 300
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 310
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 320
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 330
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 340
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 350
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 70 360
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 10
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 20
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 30
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 40
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 50
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 60
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 70
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 80
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 100
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 110
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 120
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 130
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 140
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 150
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 160
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 170
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 190
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 200
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 210
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 220
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 230
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 240
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 250
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 260
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 280
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 290
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 300
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 310
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 320
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 330
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 340
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 350
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 80 360
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 40 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 42 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 44 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 38 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 36 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 40 2
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 40 358
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 10 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 20 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 30 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 40 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 0
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 10 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 20 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 30 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 40 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 180
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 10 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 20 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 30 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 40 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 90
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 10 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 20 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 30 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 40 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 50 270
0.5 0 100 15 40 0.01 0.02 0 10 10 1.5 3 -0.35 -0.15 0.05 -999 0.3246 0.348 0 1013.25 40 60 270
