0.17767,0.11544,0.051748,0.046027
0.20254,0.23627,0.33371,0.39117
0.23347,0.17007,0.11224,0.10781
0.22304,0.15053,0.077361,0.070951
0.036636,0.098195,0.23863,0.29617
-0.026264,0.02586,0.11485,0.13567
-0.045034,-0.015206,0.023449,0.029157
0.24863,0.19957,0.15725,0.15431
0.23782,0.18038,0.12907,0.12528
0.22996,0.16217,0.099336,0.094392
0.22902,0.15668,0.085188,0.079091
0.22525,0.15252,0.079522,0.073169
0.1778,0.11416,0.049011,0.04314
0.17374,0.11119,0.047162,0.041389
0.25227,0.26606,0.30835,0.33209
0.2039,0.23821,0.33735,0.39584
0.14655,0.17634,0.26069,0.30946
0.06196,0.0768,0.11775,0.14058
0.082529,0.10271,0.15799,0.1884
0.00013936,0.0011463,0.002868,0.0032782
