0.079897,0.051912,0.02327,0.020697
0.086938,0.10142,0.14324,0.1679
0.10622,0.077374,0.051064,0.049046
0.082689,0.055805,0.02868,0.026304
0.013008,0.034866,0.08473,0.10516
-0.008131,0.0080058,0.035556,0.042001
-0.010265,-0.0034658,0.0053447,0.0066458
0.052526,0.042161,0.03322,0.0326
0.047235,0.035826,0.025636,0.024882
0.045645,0.03219,0.019717,0.018736
0.08868,0.060669,0.032986,0.030625
0.019098,0.012932,0.0067422,0.0062035
0.040994,0.02632,0.0113,0.0099465
0.08071,0.051652,0.021909,0.019228
0.10919,0.11516,0.13347,0.14374
0.022084,0.0258,0.036539,0.042874
0.0082079,0.0098763,0.014601,0.017332
0.0014039,0.0017401,0.002668,0.0031851
0.034818,0.043332,0.066654,0.079482
6.9421e-05,0.00057101,0.0014286,0.001633
